mirnaid,refseqid,genesymbol,start,end,bindingp,energy,seed,accessibility,au,phylopstem,phylopflank,me,number_of_pairings,binding_region_length,longest_consecutive_pairings,position,validated,TargetScan,miRDB
hsa-miR-409-3p,NM_020702,MYORG,2480,2499,0.923076923077,-22.6,1,1.420491e-05,0.412,0.0,0.0,-9.779611548941542,16,19,6,3UTR,,0,0
hsa-miR-409-3p,NM_020702,MYORG,3175,3196,0.846153846154,-22.7,1,0.02054495,0.426,0.0,0.0,-11.636464010914105,18,21,10,3UTR,,0,0
hsa-miR-412-5p,NM_020702,MYORG,2230,2278,1.0,-23.6,1,0.002936339,0.397,0.0,0.0,-4.026373917660731,18,26,8,CDS,,0,0
hsa-miR-412-5p,NM_020702,MYORG,1706,1729,0.846153846154,-22.7,1,2.227471e-05,0.397,0.0,0.0,-9.041086908146521,18,23,5,CDS,,0,0
hsa-miR-412-3p,NM_020702,MYORG,1141,1164,0.846153846154,-26.4,1,1.363165e-06,0.338,0.0,0.0,-9.813320773362635,18,23,10,CDS,,0,0
hsa-miR-412-3p,NM_020702,MYORG,4901,4926,0.923076923077,-26.1,1,4.071808e-07,0.426,0.0,0.0,-9.813320773362635,19,25,10,3UTR,,0,0
hsa-miR-410-5p,NM_020702,MYORG,247,270,0.923076923077,-21.2,1,0.002923307,0.412,0.0,0.0,-4.026373917660731,18,23,8,CDS,,0,0
hsa-miR-376b-5p,NM_020702,MYORG,5289,5313,0.923076923077,-20.9,1,0.0016179,0.471,0.0,0.0,-5.035831305685297,20,24,8,3UTR,,0,0
hsa-miR-376b-5p,NM_020702,MYORG,3992,4014,0.846153846154,-17.9,1,4.289605e-06,0.559,0.0,0.0,-8.161785847638786,19,22,11,3UTR,,0,0
hsa-miR-376b-3p,NM_020702,MYORG,5185,5202,1.0,-17.5,1,0.0009854022,0.456,0.0,0.0,-14.832088508872095,13,17,7,3UTR,,0,0
hsa-miR-483-5p,NM_020702,MYORG,496,517,0.923076923077,-21.6,1,0.0003549227,0.324,0.0,0.0,-11.69433011488252,16,21,9,CDS,,0,0
hsa-miR-483-5p,NM_020702,MYORG,5982,6015,1.0,-21.0,1,0.1137685,0.515,0.0,0.0,-3.793324837357118,19,33,9,3UTR,,0,0
hsa-miR-483-5p,NM_020702,MYORG,1770,1791,0.846153846154,-21.2,1,1.658974e-05,0.368,0.0,0.0,-10.160794805272904,14,21,5,CDS,,0,0
hsa-miR-483-3p,NM_020702,MYORG,5779,5813,1.0,-25.5,1,0.00039643,0.485,0.0,0.0,-5.495113920508112,20,28,8,3UTR,,0,0
hsa-miR-483-3p,NM_020702,MYORG,2464,2493,0.846153846154,-21.5,1,0.0001184244,0.397,0.0,0.0,-6.969596721160855,20,29,9,3UTR,,0,0
hsa-miR-483-3p,NM_020702,MYORG,3160,3182,0.923076923077,-20.9,1,0.000620316,0.471,0.0,0.0,-7.570929851924502,16,22,6,3UTR,,0,0
hsa-miR-484,NM_020702,MYORG,2890,2912,1.0,-27.8,1,3.9527e-05,0.471,0.0,0.0,-4.95700071937229,17,22,11,3UTR,,0,0
hsa-miR-484,NM_020702,MYORG,2477,2496,0.923076923077,-27.2,1,1.655852e-05,0.412,0.0,0.0,-9.546562468637928,15,19,8,3UTR,,0,0
hsa-miR-484,NM_020702,MYORG,5791,5834,0.846153846154,-25.2,1,3.867225e-06,0.529,0.0,0.0,-8.058226728550057,17,43,10,3UTR,,0,0
hsa-miR-485-5p,NM_020702,MYORG,3202,3222,1.0,-22.7,1,4.119107e-06,0.426,0.0,0.0,-3.793324837357118,16,20,9,3UTR,,0,0
hsa-miR-486-3p,NM_020702,MYORG,556,572,0.846153846154,-25.7,1,5.000353e-07,0.265,0.0,0.0,-6.549290197143331,15,16,15,CDS,,0,0
hsa-miR-486-3p,NM_020702,MYORG,2973,3001,0.846153846154,-24.0,1,4.52523e-07,0.485,0.0,0.0,-3.937574446201665,19,28,6,3UTR,,0,0
hsa-miR-487a-5p,NM_020702,MYORG,2300,2337,0.923076923077,-22.4,1,2.241099e-06,0.353,0.0,0.0,-3.937574446201665,19,28,8,CDS,,0,0
hsa-miR-488-5p,NM_020702,MYORG,5775,5797,0.846153846154,-19.4,1,0.105975,0.574,0.0,0.0,-11.7439832151653,16,22,7,3UTR,,0,0
hsa-miR-489-5p,NM_020702,MYORG,851,873,0.846153846154,-20.5,1,0.002030063,0.397,0.0,0.0,-8.530345470504251,16,22,12,CDS,,0,0
hsa-miR-490-5p,NM_020702,MYORG,1713,1743,0.846153846154,-23.7,1,5.489594e-05,0.368,0.0,0.0,-3.937574446201665,19,30,9,CDS,,0,0
hsa-miR-490-5p,NM_020702,MYORG,5433,5475,0.923076923077,-23.1,1,0.0006839928,0.515,0.0,0.0,-7.382219742266031,18,42,8,3UTR,,0,0
hsa-miR-490-5p,NM_020702,MYORG,2674,2693,0.846153846154,-22.4,1,8.209538e-05,0.471,0.0,0.0,-8.78315458225985,15,19,7,3UTR,,0,0
hsa-miR-490-3p,NM_020702,MYORG,3424,3486,1.0,-27.5,1,3.085233e-05,0.441,0.0,0.0,-3.937574446201665,21,33,13,3UTR,,0,0
hsa-miR-490-3p,NM_020702,MYORG,5533,5549,1.0,-23.3,1,7.282674e-05,0.471,0.0,0.0,-12.893365778234283,15,16,15,3UTR,,0,0
hsa-miR-491-5p,NM_020702,MYORG,5182,5231,0.846153846154,-30.2,1,3.908788e-07,0.441,0.0,0.0,-7.163349424783512,19,38,9,3UTR,,0,1
hsa-miR-491-3p,NM_020702,MYORG,5661,5692,0.923076923077,-22.0,1,4.699671e-05,0.559,0.0,0.0,-10.10915223120837,20,31,15,3UTR,,0,0
hsa-miR-491-3p,NM_020702,MYORG,3319,3336,1.0,-19.1,1,0.01271436,0.471,0.0,0.0,-15.964495770024342,14,17,11,3UTR,,0,0
hsa-miR-511-5p,NM_020702,MYORG,4828,4852,0.953846153846,-23.8,1,0.0001880165,0.456,0.0,0.0,-4.95700071937229,18,24,10,3UTR,,0,0
hsa-miR-511-5p,NM_020702,MYORG,610,632,1.0,-23.4,1,9.416401e-06,0.382,0.0,0.0,-6.283094717113671,18,22,8,CDS,,0,0
hsa-miR-511-5p,NM_020702,MYORG,727,748,0.846153846154,-21.0,1,0.001849053,0.309,0.0,0.0,-7.093310490296013,17,21,8,CDS,,0,0
hsa-miR-511-3p,NM_020702,MYORG,224,235,0.846153846154,-14.9,1,1.421942e-05,0.25,0.0,0.0,-10.254597317694373,10,11,10,CDS,,0,0
hsa-miR-146b-5p,NM_020702,MYORG,1920,1937,1.0,-19.0,1,0.001674334,0.368,0.0,0.0,-13.353379620878652,16,17,16,CDS,,0,0
hsa-miR-146b-3p,NM_020702,MYORG,3790,3819,1.0,-27.5,1,0.01705773,0.471,0.0,0.0,-7.1080492929027015,20,29,13,3UTR,,0,0
hsa-miR-202-5p,NM_020702,MYORG,996,1025,0.846153846154,-15.4,1,8.285037e-05,0.382,0.0,0.0,-6.782339277446944,11,13,11,CDS,,0,0
hsa-miR-202-3p,NM_020702,MYORG,3341,3361,1.0,-23.2,1,0.0008987951,0.515,0.0,0.0,-7.517426836101634,17,20,11,3UTR,,0,0
hsa-miR-202-3p,NM_020702,MYORG,5595,5612,0.923076923077,-22.0,1,0.001123856,0.574,0.0,0.0,-5.2688803859889095,15,17,13,3UTR,,0,0
hsa-miR-492,NM_020702,MYORG,5033,5082,0.923076923077,-22.1,1,0.0001859138,0.485,0.0,0.0,-6.639994924329809,16,22,9,3UTR,,0,0
hsa-miR-493-5p,NM_020702,MYORG,5061,5083,0.923076923077,-19.4,1,0.0003682061,0.485,0.0,0.0,-8.707035959654831,17,22,8,3UTR,,0,0
hsa-miR-493-5p,NM_020702,MYORG,259,277,0.923076923077,-18.1,1,0.02200881,0.397,0.0,0.0,-7.140128146953473,14,18,10,CDS,,0,0
hsa-miR-493-3p,NM_020702,MYORG,1140,1156,0.846153846154,-26.3,1,1.743368e-05,0.368,0.0,0.0,-12.893365778234283,14,16,7,CDS,,0,0
hsa-miR-493-3p,NM_020702,MYORG,371,391,0.846153846154,-25.5,1,4.149072e-10,0.338,0.0,0.0,-6.747589273982352,17,20,13,CDS,,0,0
hsa-miR-493-3p,NM_020702,MYORG,502,536,0.846153846154,-25.2,1,2.068292e-05,0.265,0.0,0.0,-7.926024803627186,20,34,8,CDS,,0,0
hsa-miR-432-5p,NM_020702,MYORG,1092,1112,0.923076923077,-27.6,1,0.008214557,0.353,0.0,0.0,-8.043048593878694,19,20,19,CDS,,0,0
hsa-miR-432-5p,NM_020702,MYORG,1528,1551,0.846153846154,-23.3,1,0.0006153981,0.324,0.0,0.0,-4.849714495602881,20,23,7,CDS,,0,0
hsa-miR-432-5p,NM_020702,MYORG,3652,3673,0.846153846154,-22.9,1,0.0007005375,0.441,0.0,0.0,-7.7901259927929845,17,21,11,3UTR,,0,0
hsa-miR-432-3p,NM_020702,MYORG,3178,3220,0.846153846154,-25.4,1,1.627744e-05,0.412,0.0,0.0,-9.076037894184761,18,42,10,3UTR,,0,0
hsa-miR-432-3p,NM_020702,MYORG,5780,5810,0.846153846154,-25.4,1,0.0005588067,0.5,0.0,0.0,-12.646173370279776,18,30,10,3UTR,,0,0
hsa-miR-432-3p,NM_020702,MYORG,5466,5495,0.884615384615,-24.1,1,0.003334396,0.544,0.0,0.0,-5.101250328216836,20,29,9,3UTR,,0,0
hsa-miR-496,NM_020702,MYORG,1921,1937,0.923076923077,-18.2,1,0.001674334,0.368,0.0,0.0,-8.968751670415353,13,16,7,CDS,,0,0
hsa-miR-193b-5p,NM_020702,MYORG,235,250,1.0,-23.9,1,0.06625032,0.338,0.0,0.0,-8.252876396352269,13,15,11,CDS,,0,0
hsa-miR-193b-5p,NM_020702,MYORG,3418,3447,0.846153846154,-24.7,1,0.2021651,0.456,0.0,0.0,-10.752244329692425,18,29,7,3UTR,,0,0
hsa-miR-193b-3p,NM_020702,MYORG,3977,4009,0.826923076923,-22.8,1,0.0002710644,0.544,0.0,0.0,-10.938031711451421,18,32,11,3UTR,,0,0
hsa-miR-497-5p,NM_020702,MYORG,2415,2438,1.0,-22.6,1,0.0002260596,0.5,0.0,0.0,-6.251209375382295,16,23,11,3UTR,,0,0
hsa-miR-497-5p,NM_020702,MYORG,5395,5419,0.846153846154,-21.6,1,6.68613e-08,0.412,0.0,0.0,-11.200076850535364,18,24,7,3UTR,,0,0
hsa-miR-497-5p,NM_020702,MYORG,2238,2258,0.846153846154,-21.0,1,0.0001251055,0.441,0.0,0.0,-8.615683695585266,16,20,9,CDS,,0,0
hsa-miR-181d-5p,NM_020702,MYORG,2197,2230,0.923076923077,-24.2,1,2.847981e-05,0.397,0.0,0.0,-7.27063564855292,20,33,11,CDS,,0,0
hsa-miR-181d-3p,NM_020702,MYORG,1764,1782,0.846153846154,-24.8,1,0.0008492963,0.353,0.0,0.0,-4.528774397607753,15,18,8,CDS,,0,0
hsa-miR-512-3p,NM_020702,MYORG,903,923,1.0,-26.1,1,2.862527e-06,0.353,0.0,0.0,-9.02428166311082,16,20,7,CDS,,0,0
hsa-miR-498-5p,NM_020702,MYORG,2663,2687,0.923076923077,-24.0,1,0.001484864,0.5,0.0,0.0,-9.779611548941542,18,24,11,3UTR,,0,0
hsa-miR-498-3p,NM_020702,MYORG,1657,1678,1.0,-24.3,1,3.407289e-07,0.397,0.0,0.0,-11.150474115941337,15,21,8,CDS,,0,0
hsa-miR-498-3p,NM_020702,MYORG,2840,2860,0.923076923077,-24.2,1,2.546927e-05,0.397,0.0,0.0,-8.429258759619717,16,20,10,3UTR,,0,0
hsa-miR-498-3p,NM_020702,MYORG,342,365,0.820512820513,-24.0,1,1.168263e-05,0.279,0.0,0.0,-6.5006872542436085,19,23,10,CDS,,0,0
hsa-miR-498-3p,NM_020702,MYORG,1323,1342,0.923076923077,-23.2,1,0.0001009305,0.353,0.0,0.0,-9.884564781105134,16,19,11,CDS,,0,0
hsa-miR-520e-3p,NM_020702,MYORG,2473,2491,1.0,-22.9,1,0.0002264507,0.397,0.0,0.0,-4.95700071937229,17,18,17,3UTR,,0,0
hsa-miR-520e-3p,NM_020702,MYORG,3148,3185,0.820512820513,-17.8,1,0.0004859348,0.456,0.0,0.0,-6.514540193678739,16,20,13,3UTR,,0,0
hsa-miR-515-3p,NM_020702,MYORG,2469,2491,1.0,-21.9,1,0.0002264507,0.397,0.0,0.0,-3.793324837357118,19,22,10,3UTR,,0,0
hsa-miR-515-3p,NM_020702,MYORG,5165,5187,1.0,-21.7,1,0.0001335235,0.5,0.0,0.0,-7.202645801464468,18,22,6,3UTR,,0,0
hsa-miR-515-3p,NM_020702,MYORG,5259,5283,0.846153846154,-21.5,1,0.002427518,0.471,0.0,0.0,-5.101250328216836,20,24,12,3UTR,,0,0
hsa-miR-519e-5p,NM_020702,MYORG,2125,2141,1.0,-19.7,1,3.918236e-06,0.382,0.0,0.0,-4.849714495602881,14,16,7,CDS,,0,0
hsa-miR-519e-3p,NM_020702,MYORG,2457,2491,1.0,-23.5,1,0.0002264507,0.397,0.0,0.0,-3.793324837357118,19,23,10,3UTR,,0,0
hsa-miR-519e-3p,NM_020702,MYORG,626,666,1.0,-23.2,1,4.013177e-06,0.265,0.0,0.0,-6.514540193678739,15,18,13,CDS,,0,0
hsa-miR-520f-5p,NM_020702,MYORG,2068,2085,0.923076923077,-22.1,1,1.391561e-05,0.324,0.0,0.0,-10.131047842770712,14,17,8,CDS,,0,0
hsa-miR-520f-3p,NM_020702,MYORG,2452,2491,1.0,-22.7,1,0.0002264507,0.397,0.0,0.0,-4.761823477911366,18,22,13,3UTR,,0,0
hsa-miR-520f-3p,NM_020702,MYORG,3145,3185,0.846153846154,-21.0,1,0.0004859348,0.456,0.0,0.0,-4.95700071937229,20,40,10,3UTR,,0,0
hsa-miR-519c-5p,NM_020702,MYORG,5157,5193,1.0,-23.3,1,0.0005736053,0.485,0.0,0.0,-11.398282843874613,18,24,8,3UTR,,0,0
hsa-miR-519c-3p,NM_020702,MYORG,6224,6239,0.846153846154,-17.1,1,0.03291199,0.559,0.0,0.0,-12.975812674015993,12,15,8,3UTR,,0,0
hsa-miR-520a-5p,NM_020702,MYORG,5172,5193,0.846153846154,-21.9,1,0.0005736053,0.485,0.0,0.0,-11.398282843874613,16,21,6,3UTR,,0,0
hsa-miR-520a-3p,NM_020702,MYORG,2837,2860,0.923076923077,-24.3,1,2.546927e-05,0.397,0.0,0.0,-3.793324837357118,20,23,12,3UTR,,0,0
hsa-miR-526b-5p,NM_020702,MYORG,5156,5193,1.0,-24.7,1,0.0005736053,0.485,0.0,0.0,-11.398282843874613,19,25,9,3UTR,,0,0
hsa-miR-526b-5p,NM_020702,MYORG,5023,5044,0.923076923077,-23.3,1,0.000123978,0.426,0.0,0.0,-12.672265039250314,17,21,10,3UTR,,0,0
hsa-miR-526b-3p,NM_020702,MYORG,2457,2491,1.0,-24.3,1,0.0002264507,0.397,0.0,0.0,-6.514540193678739,17,20,13,3UTR,,0,0
hsa-miR-519b-5p,NM_020702,MYORG,5157,5193,1.0,-23.3,1,0.0005736053,0.485,0.0,0.0,-11.398282843874613,18,24,8,3UTR,,0,0
hsa-miR-519b-3p,NM_020702,MYORG,2471,2491,0.923076923077,-19.7,1,0.0002264507,0.397,0.0,0.0,-7.503684728856533,17,20,12,3UTR,,0,0
hsa-miR-525-5p,NM_020702,MYORG,5172,5193,0.846153846154,-23.7,1,0.0005736053,0.485,0.0,0.0,-11.398282843874613,16,21,6,3UTR,,0,0
hsa-miR-525-3p,NM_020702,MYORG,2457,2477,0.923076923077,-23.8,1,2.947804e-06,0.426,0.0,0.0,-10.567968197982138,16,20,7,3UTR,,0,0
hsa-miR-525-3p,NM_020702,MYORG,650,671,0.846153846154,-22.9,1,8.864651e-06,0.294,0.0,0.0,-6.514540193678739,17,21,6,CDS,,0,0
hsa-miR-523-5p,NM_020702,MYORG,5157,5193,1.0,-23.3,1,0.0005736053,0.485,0.0,0.0,-11.398282843874613,18,24,8,3UTR,,0,0
hsa-miR-523-3p,NM_020702,MYORG,1651,1679,0.923076923077,-23.1,1,3.083973e-07,0.382,0.0,0.0,-6.747589273982352,17,22,9,CDS,,0,0
hsa-miR-523-3p,NM_020702,MYORG,1731,1766,0.846153846154,-22.1,1,2.56657e-05,0.338,0.0,0.0,-5.495113920508112,21,35,7,CDS,,0,0
hsa-miR-518f-3p,NM_020702,MYORG,4262,4281,1.0,-20.4,1,5.175138e-05,0.559,0.0,0.0,-9.861343503275094,15,19,8,3UTR,,0,0
hsa-miR-518f-3p,NM_020702,MYORG,58,72,0.923076923077,-17.5,1,6.641461e-05,0.382,0.0,0.0,-7.6638717654693655,12,14,7,5UTR,,0,0
hsa-miR-520b-3p,NM_020702,MYORG,2454,2491,1.0,-22.3,1,0.0002264507,0.397,0.0,0.0,-5.1900497996759025,16,19,13,3UTR,,0,0
hsa-miR-520b-3p,NM_020702,MYORG,3148,3185,0.846153846154,-19.2,1,0.0004859348,0.456,0.0,0.0,-6.514540193678739,18,37,10,3UTR,,0,0
hsa-miR-520b-3p,NM_020702,MYORG,648,666,0.846153846154,-18.6,1,4.013177e-06,0.265,0.0,0.0,-9.546562468637928,15,18,13,CDS,,0,0
hsa-miR-518b,NM_020702,MYORG,4261,4281,0.846153846154,-24.2,1,5.175138e-05,0.559,0.0,0.0,-9.861343503275094,16,20,8,3UTR,,0,0
hsa-miR-518b,NM_020702,MYORG,2457,2477,0.912087912088,-21.6,1,2.947804e-06,0.426,0.0,0.0,-8.415498954871785,17,20,7,3UTR,,0,0
hsa-miR-526a-5p,NM_020702,MYORG,5157,5193,1.0,-23.7,1,0.0005736053,0.485,0.0,0.0,-11.398282843874613,18,24,8,3UTR,,0,0
hsa-miR-526a-3p,NM_020702,MYORG,3305,3338,0.923076923077,-19.1,1,0.001801381,0.471,0.0,0.0,-6.969596721160855,17,21,13,3UTR,,0,0
hsa-miR-520c-5p,NM_020702,MYORG,5157,5193,1.0,-23.7,1,0.0005736053,0.485,0.0,0.0,-11.398282843874613,18,24,8,3UTR,,0,0
hsa-miR-520c-3p,NM_020702,MYORG,2453,2491,0.923076923077,-22.2,1,0.0002264507,0.397,0.0,0.0,-5.1900497996759025,17,21,13,3UTR,,0,0
hsa-miR-520c-3p,NM_020702,MYORG,3146,3185,0.846153846154,-20.1,1,0.0004859348,0.456,0.0,0.0,-6.514540193678739,19,39,10,3UTR,,0,0
hsa-miR-518c-5p,NM_020702,MYORG,2848,2895,0.923076923077,-26.8,1,2.547072e-05,0.426,0.0,0.0,-3.937574446201665,22,47,11,3UTR,,0,0
hsa-miR-518c-5p,NM_020702,MYORG,5157,5194,0.846153846154,-24.1,1,0.0005544941,0.471,0.0,0.0,-11.331307047177717,18,25,8,3UTR,,0,0
hsa-miR-524-3p,NM_020702,MYORG,2838,2860,0.846153846154,-22.6,1,2.546927e-05,0.397,0.0,0.0,-4.95700071937229,18,22,12,3UTR,,0,0
hsa-miR-517a-3p,NM_020702,MYORG,1328,1344,1.0,-21.1,1,0.0002628214,0.368,0.0,0.0,-12.742763593712379,15,16,15,CDS,,0,0
hsa-miR-519d-5p,NM_020702,MYORG,2558,2583,1.0,-27.1,1,5.0073e-05,0.485,0.0,0.0,-9.675208776823116,19,25,7,3UTR,,0,0
hsa-miR-519d-5p,NM_020702,MYORG,2068,2085,0.923076923077,-24.4,1,1.391561e-05,0.324,0.0,0.0,-10.131047842770712,14,17,8,CDS,,0,0
hsa-miR-519d-3p,NM_020702,MYORG,2447,2491,1.0,-24.9,1,0.0002264507,0.397,0.0,0.0,-6.514540193678739,17,20,9,3UTR,,0,0
hsa-miR-519d-3p,NM_020702,MYORG,3166,3185,0.897435897436,-19.5,1,0.0004859348,0.456,0.0,0.0,-9.546562468637928,15,19,8,3UTR,,0,0
hsa-miR-521,NM_020702,MYORG,1630,1679,1.0,-21.2,1,3.083973e-07,0.382,0.0,0.0,-6.782339277446944,14,20,9,CDS,,0,0
hsa-miR-520d-5p,NM_020702,MYORG,1998,2014,0.846153846154,-17.5,1,6.618059e-06,0.279,0.0,0.0,-12.459804588856255,13,16,7,CDS,,0,0
hsa-miR-520d-3p,NM_020702,MYORG,4262,4281,1.0,-22.5,1,5.175138e-05,0.559,0.0,0.0,-7.7817751947826395,16,19,8,3UTR,,0,0
hsa-miR-520d-3p,NM_020702,MYORG,313,338,0.923076923077,-22.2,1,0.0001627102,0.338,0.0,0.0,-4.95700071937229,19,25,7,CDS,,0,0
hsa-miR-517b-3p,NM_020702,MYORG,1328,1344,1.0,-21.1,1,0.0002628214,0.368,0.0,0.0,-12.742763593712379,15,16,15,CDS,,0,0
hsa-miR-520g-3p,NM_020702,MYORG,2470,2491,0.923076923077,-22.0,1,0.0002264507,0.397,0.0,0.0,-9.546562468637928,18,21,9,3UTR,,0,0
hsa-miR-516b-3p,NM_020702,MYORG,3146,3184,0.846153846154,-21.0,1,0.0008799707,0.471,0.0,0.0,-3.937574446201665,18,38,9,3UTR,,0,0
hsa-miR-518e-5p,NM_020702,MYORG,5157,5193,1.0,-23.3,1,0.0005736053,0.485,0.0,0.0,-11.398282843874613,18,24,8,3UTR,,0,0
hsa-miR-518e-3p,NM_020702,MYORG,2457,2477,0.846153846154,-21.3,1,2.947804e-06,0.426,0.0,0.0,-9.076037894184761,17,20,7,3UTR,,0,0
hsa-miR-518a-5p,NM_020702,MYORG,5972,5992,0.923076923077,-23.9,1,0.0001850767,0.529,0.0,0.0,-4.95700071937229,17,20,12,3UTR,,0,0
hsa-miR-518a-5p,NM_020702,MYORG,4835,4860,0.846153846154,-20.3,1,0.003695813,0.412,0.0,0.0,-7.284377755798021,16,25,9,3UTR,,0,0
hsa-miR-518a-5p,NM_020702,MYORG,4064,4084,0.846153846154,-19.5,1,0.00634134,0.559,0.0,0.0,-4.95700071937229,16,20,8,3UTR,,0,0
hsa-miR-518a-3p,NM_020702,MYORG,2840,2860,0.923076923077,-28.8,1,2.546927e-05,0.397,0.0,0.0,-5.925499359926538,18,20,12,3UTR,,0,0
hsa-miR-518a-3p,NM_020702,MYORG,4262,4281,0.923076923077,-27.4,1,5.175138e-05,0.559,0.0,0.0,-9.861343503275094,17,19,9,3UTR,,0,0
hsa-miR-518a-3p,NM_020702,MYORG,53,72,0.923076923077,-24.8,1,6.641461e-05,0.382,0.0,0.0,-7.6638717654693655,17,19,12,5UTR,,0,0
hsa-miR-518d-5p,NM_020702,MYORG,5157,5193,1.0,-23.7,1,0.0005736053,0.485,0.0,0.0,-11.398282843874613,18,24,8,3UTR,,0,0
hsa-miR-518d-3p,NM_020702,MYORG,2824,2860,1.0,-23.1,1,2.546927e-05,0.397,0.0,0.0,-4.95700071937229,17,21,12,3UTR,,0,0
hsa-miR-518d-3p,NM_020702,MYORG,5019,5038,0.923076923077,-20.7,0,7.392361e-05,0.471,0.0,0.0,-15.566558404643448,15,19,11,3UTR,,0,0
hsa-miR-517c-3p,NM_020702,MYORG,1328,1344,1.0,-21.1,1,0.0002628214,0.368,0.0,0.0,-12.742763593712379,15,16,15,CDS,,0,0
hsa-miR-522-5p,NM_020702,MYORG,5157,5193,1.0,-23.3,1,0.0005736053,0.485,0.0,0.0,-11.398282843874613,18,24,8,3UTR,,0,0
hsa-miR-522-3p,NM_020702,MYORG,4340,4358,0.846153846154,-17.7,1,0.07368199,0.515,0.0,0.0,-11.86019739781856,16,18,13,3UTR,,0,0
hsa-miR-519a-5p,NM_020702,MYORG,5157,5193,1.0,-23.3,1,0.0005736053,0.485,0.0,0.0,-11.398282843874613,18,24,8,3UTR,,0,0
hsa-miR-519a-3p,NM_020702,MYORG,1328,1344,1.0,-21.0,1,0.0002628214,0.368,0.0,0.0,-12.742763593712379,15,16,15,CDS,,0,0
hsa-miR-527,NM_020702,MYORG,5972,5992,0.923076923077,-23.9,1,0.0001850767,0.529,0.0,0.0,-4.95700071937229,17,20,12,3UTR,,0,0
hsa-miR-527,NM_020702,MYORG,4835,4860,0.846153846154,-20.3,1,0.003695813,0.412,0.0,0.0,-7.284377755798021,16,25,9,3UTR,,0,0
hsa-miR-527,NM_020702,MYORG,4064,4084,0.846153846154,-19.5,1,0.00634134,0.559,0.0,0.0,-4.95700071937229,16,20,8,3UTR,,0,0
hsa-miR-516a-3p,NM_020702,MYORG,3146,3184,0.846153846154,-21.0,1,0.0008799707,0.471,0.0,0.0,-3.937574446201665,18,38,9,3UTR,,0,0
hsa-miR-499a-3p,NM_020702,MYORG,4912,4942,0.846153846154,-19.6,1,3.414153e-05,0.382,0.0,0.0,-9.076037894184761,18,30,10,3UTR,,0,0
hsa-miR-500a-5p,NM_020702,MYORG,3505,3542,0.846153846154,-22.5,1,0.002318212,0.5,0.0,0.0,-8.004855389940193,19,25,7,3UTR,,0,0
hsa-miR-500a-5p,NM_020702,MYORG,3471,3497,1.0,-21.5,1,1.948366e-07,0.426,0.0,0.0,-12.371336944048279,17,26,10,3UTR,,0,0
hsa-miR-500a-3p,NM_020702,MYORG,5010,5035,0.846153846154,-21.6,1,1.352023e-05,0.441,0.0,0.0,-6.618099312767468,18,25,9,3UTR,,0,0
hsa-miR-500a-3p,NM_020702,MYORG,2312,2326,0.923076923077,-20.4,1,4.927417e-06,0.353,0.0,0.0,-11.222008424371412,11,14,9,CDS,,0,0
hsa-miR-501-5p,NM_020702,MYORG,2880,2904,0.923076923077,-22.3,1,0.0006180046,0.441,0.0,0.0,-4.95700071937229,18,24,8,3UTR,,0,0
hsa-miR-501-5p,NM_020702,MYORG,4930,4958,1.0,-22.4,0,5.786621e-06,0.397,0.0,0.0,-12.272820418923736,12,16,10,3UTR,,0,0
hsa-miR-501-3p,NM_020702,MYORG,1325,1343,0.923076923077,-20.1,1,0.0001533211,0.368,0.0,0.0,-6.782339277446944,14,18,9,CDS,,0,0
hsa-miR-502-5p,NM_020702,MYORG,4459,4482,0.923076923077,-22.5,1,0.0005875146,0.529,0.0,0.0,-3.793324837357118,19,23,14,3UTR,,0,0
hsa-miR-502-5p,NM_020702,MYORG,727,745,0.846153846154,-21.1,1,9.136557e-06,0.294,0.0,0.0,-9.563875877175239,16,18,9,CDS,,0,0
hsa-miR-502-3p,NM_020702,MYORG,2305,2326,0.846153846154,-20.1,1,4.927417e-06,0.353,0.0,0.0,-9.272338872392192,14,21,9,CDS,,0,0
hsa-miR-502-3p,NM_020702,MYORG,5014,5035,0.846153846154,-20.3,1,1.352023e-05,0.441,0.0,0.0,-8.303804028968646,14,21,7,3UTR,,0,0
hsa-miR-450a-2-3p,NM_020702,MYORG,5027,5043,0.923076923077,-19.2,1,5.556812e-06,0.426,0.0,0.0,-11.230630368522041,15,16,15,3UTR,,0,0
hsa-miR-503-5p,NM_020702,MYORG,347,368,0.846153846154,-25.8,1,3.220674e-05,0.294,0.0,0.0,-11.440458170995615,15,21,8,CDS,,0,0
hsa-miR-503-3p,NM_020702,MYORG,5015,5041,0.846153846154,-25.5,1,5.661127e-06,0.456,0.0,0.0,-9.398757243055698,20,26,9,3UTR,,0,0
hsa-miR-504-5p,NM_020702,MYORG,3599,3632,0.923076923077,-22.5,1,8.770345e-05,0.485,0.0,0.0,-7.284377755798021,21,33,8,3UTR,,0,0
hsa-miR-504-3p,NM_020702,MYORG,2790,2816,1.0,-28.2,1,0.0001746101,0.426,0.0,0.0,-4.993964104447428,19,26,8,3UTR,,0,0
hsa-miR-504-3p,NM_020702,MYORG,1501,1528,1.0,-28.7,1,4.88534e-06,0.353,0.0,0.0,-6.7623489216120145,20,27,10,CDS,,0,0
hsa-miR-504-3p,NM_020702,MYORG,2363,2397,1.0,-28.5,1,0.3059913,0.441,0.0,0.0,-4.794414363722071,17,21,9,3UTR,,0,0
