mirnaid,refseqid,genesymbol,start,end,bindingp,energy,seed,accessibility,au,phylopstem,phylopflank,me,number_of_pairings,binding_region_length,longest_consecutive_pairings,position,validated,TargetScan,miRDB
hsa-miR-1228-3p,NM_002608,PDGFB,1817,1843,0.923076923077,-24.9,1,0.00161002,0.485,0.0,0.0,-8.573508368464264,16,26,6,CDS,,0,0
hsa-miR-1229-3p,NM_002608,PDGFB,3009,3027,0.923076923077,-24.9,0,0.0004147417,0.426,0.0,0.0,-16.62294806288921,15,18,9,3UTR,,0,0
hsa-miR-1233-3p,NM_002608,PDGFB,3009,3027,1.0,-25.8,1,0.0004147417,0.426,0.0,0.0,-10.403402386158335,15,18,9,3UTR,,0,0
hsa-miR-1236-5p,NM_002608,PDGFB,2692,2715,0.923076923077,-26.8,1,0.02721028,0.441,0.0,0.0,-7.060719604485308,16,23,7,3UTR,,0,0
hsa-miR-1236-5p,NM_002608,PDGFB,3050,3071,0.923076923077,-25.6,1,0.2375679,0.426,0.0,0.0,-10.211258138743531,17,21,11,3UTR,,0,0
hsa-miR-1236-3p,NM_002608,PDGFB,587,609,1.0,-26.9,1,2.884649e-05,0.456,0.0,0.0,-17.672834702085208,15,22,8,5UTR,,0,0
hsa-miR-1236-3p,NM_002608,PDGFB,3000,3030,0.923076923077,-26.0,1,0.002480858,0.426,0.0,0.0,-5.226705058867908,19,30,7,3UTR,,0,0
hsa-miR-1237-3p,NM_002608,PDGFB,3236,3259,1.0,-26.3,1,0.0008199979,0.382,0.0,0.0,-7.773389068352151,18,23,11,3UTR,,0,0
hsa-miR-1237-3p,NM_002608,PDGFB,1671,1694,0.826923076923,-24.9,1,0.004381557,0.353,0.0,0.0,-7.102971249558938,15,23,7,CDS,,0,0
hsa-miR-1200,NM_002608,PDGFB,2969,3005,1.0,-28.8,1,0.0001940041,0.397,0.0,0.0,-5.4812609810729835,20,27,13,3UTR,,0,0
hsa-miR-1200,NM_002608,PDGFB,3233,3252,1.0,-26.3,1,1.615162e-07,0.397,0.0,0.0,-9.928903751750276,17,19,12,3UTR,,0,0
hsa-miR-1202,NM_002608,PDGFB,131,167,0.923076923077,-30.3,1,1.273521e-05,0.338,0.0,0.0,-5.101250328216836,20,36,12,5UTR,,0,0
hsa-miR-1202,NM_002608,PDGFB,2148,2169,0.923076923077,-27.2,1,0.0003769863,0.338,0.0,0.0,-8.127475566073326,17,21,8,3UTR,,0,0
hsa-miR-1203,NM_002608,PDGFB,2145,2174,0.923076923077,-28.9,1,2.771835e-05,0.324,0.0,0.0,-7.127663820060954,16,18,16,3UTR,,0,0
hsa-miR-1204,NM_002608,PDGFB,2277,2293,0.923076923077,-25.2,1,1.575298e-08,0.338,0.0,0.0,-4.95700071937229,14,16,12,3UTR,,0,0
hsa-miR-1204,NM_002608,PDGFB,585,607,1.0,-21.8,1,5.642718e-05,0.471,0.0,0.0,-6.969596721160855,18,22,7,5UTR,,0,0
hsa-miR-1207-5p,NM_002608,PDGFB,259,277,0.923076923077,-34.4,1,0.0005345952,0.485,0.0,0.0,-7.357527171764015,16,18,12,5UTR,,0,0
hsa-miR-1207-3p,NM_002608,PDGFB,1256,1274,0.923076923077,-20.8,1,1.931509e-05,0.353,0.0,0.0,-7.284377755798021,16,18,10,CDS,,0,0
hsa-miR-1207-3p,NM_002608,PDGFB,2441,2458,0.846153846154,-19.0,1,1.77901e-06,0.397,0.0,0.0,-6.514540193678739,13,17,7,3UTR,,0,0
hsa-miR-1208,NM_002608,PDGFB,1455,1474,0.923076923077,-21.3,1,8.003861e-06,0.324,0.0,0.0,-8.519058073960514,16,19,8,CDS,,0,0
hsa-miR-1208,NM_002608,PDGFB,3760,3782,0.923076923077,-21.3,1,0.0009513294,0.431,0.0,0.0,-5.729413664698063,17,22,8,3UTR,,0,0
hsa-miR-1285-5p,NM_002608,PDGFB,2738,2755,0.923076923077,-21.3,1,0.0006769563,0.426,0.0,0.0,-11.090249003509248,15,17,13,3UTR,,0,0
hsa-miR-1285-5p,NM_002608,PDGFB,3276,3291,0.846153846154,-20.4,1,1.049753e-08,0.382,0.0,0.0,-15.289468448219598,14,15,14,3UTR,,0,0
hsa-miR-1286,NM_002608,PDGFB,3694,3741,1.0,-26.5,1,4.267999e-05,0.426,0.0,0.0,-4.6730240064523,17,21,12,3UTR,,0,0
hsa-miR-1287-5p,NM_002608,PDGFB,2241,2258,1.0,-22.3,1,0.01280748,0.338,0.0,0.0,-8.683814681824792,15,17,9,3UTR,,0,0
hsa-miR-1287-3p,NM_002608,PDGFB,2945,2991,0.807692307692,-23.6,1,7.989493e-07,0.382,0.0,0.0,-5.226705058867908,16,21,8,3UTR,,0,0
hsa-miR-1289,NM_002608,PDGFB,2284,2304,0.846153846154,-20.3,1,0.0006197788,0.353,0.0,0.0,-5.226705058867908,16,20,8,3UTR,,0,1
hsa-miR-1291,NM_002608,PDGFB,1099,1154,0.923076923077,-29.1,1,0.000127995,0.368,0.0,0.0,-8.056611621014136,23,55,8,CDS,,0,0
hsa-miR-1293,NM_002608,PDGFB,1728,1751,0.846153846154,-23.5,1,2.252267e-07,0.338,0.0,0.0,-11.659377162861011,19,23,9,CDS,,0,0
hsa-miR-1295a,NM_002608,PDGFB,842,860,0.923076923077,-30.6,1,8.881017e-05,0.265,0.0,0.0,-9.02428166311082,16,18,9,5UTR,,0,0
hsa-miR-1295a,NM_002608,PDGFB,1520,1544,0.846153846154,-26.9,1,9.147336e-06,0.368,0.0,0.0,-5.694283598550164,18,24,9,CDS,,0,0
hsa-miR-1303,NM_002608,PDGFB,3674,3692,1.0,-23.2,1,2.068916e-05,0.412,0.0,0.0,-13.6655996434504,15,18,6,3UTR,,0,0
hsa-miR-1303,NM_002608,PDGFB,1105,1125,0.923076923077,-21.5,1,0.007674124,0.368,0.0,0.0,-8.339878751753394,15,20,10,CDS,,0,0
hsa-miR-1304-5p,NM_002608,PDGFB,3548,3589,1.0,-21.5,1,7.544296e-06,0.412,0.0,0.0,-8.004855389940193,16,23,9,3UTR,,0,0
hsa-miR-1304-5p,NM_002608,PDGFB,2371,2391,0.846153846154,-21.2,1,3.152402e-05,0.456,0.0,0.0,-9.670276237773088,15,20,6,3UTR,,0,0
hsa-miR-1304-3p,NM_002608,PDGFB,1672,1694,1.0,-23.7,1,0.004381557,0.353,0.0,0.0,-12.715092516158753,17,22,7,CDS,,0,0
hsa-miR-1247-5p,NM_002608,PDGFB,343,365,0.923076923077,-29.4,1,4.232274e-07,0.206,0.0,0.0,-5.694283598550164,18,22,14,5UTR,,0,0
hsa-miR-1248,NM_002608,PDGFB,1314,1336,0.846153846154,-19.0,1,3.270861e-06,0.368,0.0,0.0,-6.138845108269123,16,22,7,CDS,,0,0
hsa-miR-1249-5p,NM_002608,PDGFB,76,121,0.846153846154,-26.7,1,7.556009e-06,0.235,0.0,0.0,-6.639994924329809,19,24,9,5UTR,,0,0
hsa-miR-1249-3p,NM_002608,PDGFB,3111,3136,0.923076923077,-26.1,1,6.837404e-05,0.338,0.0,0.0,-11.254033235030066,17,25,9,3UTR,,0,0
hsa-miR-1249-3p,NM_002608,PDGFB,3238,3259,0.923076923077,-25.2,1,0.0008199979,0.382,0.0,0.0,-6.514540193678739,17,21,6,3UTR,,0,0
hsa-miR-1250-5p,NM_002608,PDGFB,2170,2191,0.923076923077,-27.7,1,0.0001082426,0.338,0.0,0.0,-6.7623489216120145,18,21,10,3UTR,,0,0
hsa-miR-1250-5p,NM_002608,PDGFB,162,176,0.923076923077,-24.0,1,0.0002312685,0.412,0.0,0.0,-12.417709117045238,13,14,13,5UTR,,0,0
hsa-miR-1251-5p,NM_002608,PDGFB,3765,3786,0.846153846154,-24.1,1,0.000370326,0.444,0.0,0.0,-10.670160690883042,16,21,7,3UTR,,0,0
hsa-miR-1251-5p,NM_002608,PDGFB,2972,2992,1.0,-22.1,1,1.279413e-06,0.382,0.0,0.0,-8.164438951148465,17,20,11,3UTR,,0,0
hsa-miR-1257,NM_002608,PDGFB,162,187,0.846153846154,-19.4,1,0.01275602,0.426,0.0,0.0,-6.216710541323619,16,20,7,5UTR,,0,0
hsa-miR-1258,NM_002608,PDGFB,1533,1547,0.923076923077,-19.5,1,5.674775e-05,0.382,0.0,0.0,-14.721989301696164,13,14,13,CDS,,0,0
hsa-miR-1260a,NM_002608,PDGFB,3011,3028,1.0,-23.8,1,0.0005154289,0.426,0.0,0.0,-5.694283598550164,14,17,10,3UTR,,0,0
hsa-miR-1263,NM_002608,PDGFB,527,547,0.923076923077,-21.3,1,6.405853e-05,0.353,0.0,0.0,-7.168005828254716,14,20,7,5UTR,,0,0
hsa-miR-1265,NM_002608,PDGFB,3027,3053,0.923076923077,-21.9,1,0.02187273,0.426,0.0,0.0,-6.618099312767468,20,26,9,3UTR,,0,0
hsa-miR-1266-5p,NM_002608,PDGFB,2171,2215,1.0,-30.0,1,3.88531e-07,0.382,0.0,0.0,-9.876818092352913,17,21,10,3UTR,,0,0
hsa-miR-1266-5p,NM_002608,PDGFB,2246,2265,0.923076923077,-28.7,1,3.969158e-07,0.309,0.0,0.0,-10.39884692653892,16,19,11,3UTR,,0,0
hsa-miR-1266-3p,NM_002608,PDGFB,3214,3249,0.846153846154,-26.7,1,3.09701e-07,0.397,0.0,0.0,-8.004855389940193,19,26,9,3UTR,,0,0
hsa-miR-1266-3p,NM_002608,PDGFB,2712,2745,0.923076923077,-26.5,1,0.0003380068,0.456,0.0,0.0,-3.937574446201665,22,33,6,3UTR,,0,0
hsa-miR-1266-3p,NM_002608,PDGFB,1804,1849,0.923076923077,-25.7,1,0.006088504,0.485,0.0,0.0,-4.993964104447428,20,45,8,CDS,,0,0
hsa-miR-1267,NM_002608,PDGFB,1817,1832,0.846153846154,-17.6,1,0.0001376922,0.456,0.0,0.0,-9.350939743516506,14,15,14,CDS,,0,0
hsa-miR-1268a,NM_002608,PDGFB,495,513,0.923076923077,-31.1,1,2.725186e-05,0.206,0.0,0.0,-8.671350354932274,15,18,10,5UTR,,0,0
hsa-miR-1268a,NM_002608,PDGFB,133,177,0.846153846154,-31.9,1,0.0002179215,0.412,0.0,0.0,-4.650164754877524,16,20,7,5UTR,,0,0
hsa-miR-1270,NM_002608,PDGFB,1090,1125,1.0,-23.7,1,0.007674124,0.368,0.0,0.0,-6.199507187700468,18,21,17,5UTR,,0,0
hsa-miR-1275,NM_002608,PDGFB,99,141,0.846153846154,-26.8,1,9.115969e-05,0.206,0.0,0.0,-6.236470572775607,14,16,14,5UTR,,0,0
hsa-miR-1275,NM_002608,PDGFB,1940,1965,0.846153846154,-25.9,1,0.002410686,0.368,0.0,0.0,-5.180080914529843,16,25,9,3UTR,,0,0
hsa-miR-1276,NM_002608,PDGFB,2638,2677,0.923076923077,-25.8,1,1.148933e-07,0.426,0.0,0.0,-4.95700071937229,17,22,9,3UTR,,0,0
hsa-miR-1276,NM_002608,PDGFB,140,157,0.923076923077,-22.2,1,6.031982e-07,0.279,0.0,0.0,-10.835693081304171,14,17,8,5UTR,,0,0
hsa-miR-302e,NM_002608,PDGFB,2832,2845,0.923076923077,-19.5,1,6.700703e-05,0.588,0.0,0.0,-8.536853109272258,12,13,12,3UTR,,0,0
hsa-miR-302e,NM_002608,PDGFB,3018,3032,0.846153846154,-16.5,1,0.001250842,0.426,0.0,0.0,-12.893365778234283,12,14,7,3UTR,,0,0
hsa-miR-1278,NM_002608,PDGFB,2390,2405,0.923076923077,-16.4,1,0.002698644,0.471,0.0,0.0,-4.761823477911366,13,15,11,3UTR,,0,0
hsa-miR-1281,NM_002608,PDGFB,3003,3031,0.923076923077,-22.1,1,0.00185901,0.426,0.0,0.0,-4.95700071937229,15,28,7,3UTR,,0,0
hsa-miR-1284,NM_002608,PDGFB,3477,3497,0.923076923077,-21.3,1,0.0006117348,0.529,0.0,0.0,-13.6655996434504,12,15,7,3UTR,,0,0
hsa-miR-1288-3p,NM_002608,PDGFB,2272,2304,0.923076923077,-22.7,1,0.0006197788,0.353,0.0,0.0,-7.5403399880485384,18,32,11,3UTR,,0,0
hsa-miR-1292-3p,NM_002608,PDGFB,898,919,0.923076923077,-32.1,1,2.233026e-06,0.132,0.0,0.0,-6.969596721160855,18,21,14,5UTR,,0,0
hsa-miR-1292-3p,NM_002608,PDGFB,511,550,0.846153846154,-28.7,1,1.248744e-05,0.397,0.0,0.0,-6.969596721160855,19,39,9,5UTR,,0,0
hsa-miR-1255b-2-3p,NM_002608,PDGFB,1808,1841,0.846153846154,-17.9,1,0.001479374,0.471,0.0,0.0,-6.618099312767468,18,23,12,CDS,,0,0
hsa-miR-664a-5p,NM_002608,PDGFB,2246,2257,1.0,-20.8,1,0.0002657819,0.338,0.0,0.0,-10.254597317694373,10,11,10,3UTR,,0,0
hsa-miR-1306-5p,NM_002608,PDGFB,1818,1843,0.923076923077,-24.2,1,0.00161002,0.485,0.0,0.0,-8.07654793345695,16,25,5,CDS,,0,0
hsa-miR-1307-5p,NM_002608,PDGFB,3721,3740,0.897435897436,-23.1,1,2.628128e-05,0.441,0.0,0.0,-12.624956916594078,15,19,7,3UTR,,0,0
hsa-miR-1307-3p,NM_002608,PDGFB,367,393,0.846153846154,-29.2,1,1.223094e-06,0.191,0.0,0.0,-5.495113920508112,20,26,8,5UTR,,0,0
hsa-miR-513b-5p,NM_002608,PDGFB,2935,2956,0.846153846154,-18.0,1,0.0008427644,0.471,0.0,0.0,-4.1706235265052785,15,21,11,3UTR,,0,0
hsa-miR-513b-3p,NM_002608,PDGFB,2476,2519,0.846153846154,-21.8,1,0.0007091154,0.456,0.0,0.0,-9.546562468637928,17,43,9,3UTR,,0,0
hsa-miR-513b-3p,NM_002608,PDGFB,37,78,0.846153846154,-20.1,1,0.0006327095,0.412,0.0,0.0,-6.514540193678739,18,41,12,5UTR,,0,0
hsa-miR-1321,NM_002608,PDGFB,2366,2384,0.923076923077,-21.1,1,0.01353296,0.412,0.0,0.0,-8.573508368464264,16,18,11,3UTR,,0,0
hsa-miR-1321,NM_002608,PDGFB,3148,3163,0.923076923077,-18.5,1,0.001977208,0.397,0.0,0.0,-11.165541889454133,13,15,9,3UTR,,0,0
hsa-miR-1321,NM_002608,PDGFB,3293,3308,1.0,-18.1,1,0.04173121,0.353,0.0,0.0,-11.48708231533368,11,15,9,3UTR,,0,0
hsa-miR-1322,NM_002608,PDGFB,1819,1837,1.0,-21.6,1,0.0007274104,0.485,0.0,0.0,-12.4880708220001,14,18,11,3UTR,,0,0
hsa-miR-1197,NM_002608,PDGFB,3000,3044,0.846153846154,-18.6,1,0.0006251006,0.426,0.0,0.0,-5.1900497996759025,18,44,8,3UTR,,0,0
hsa-miR-1470,NM_002608,PDGFB,909,939,0.846153846154,-32.2,1,1.539661e-06,0.147,0.0,0.0,-5.7143100613765965,19,25,8,5UTR,,0,0
hsa-miR-1471,NM_002608,PDGFB,2297,2325,0.846153846154,-29.8,1,0.002370813,0.382,0.0,0.0,-7.382219742266031,19,28,5,3UTR,,0,0
hsa-miR-1538,NM_002608,PDGFB,916,940,0.846153846154,-39.7,1,1.245755e-06,0.147,0.0,0.0,-6.618099312767468,21,24,16,5UTR,,0,0
hsa-miR-1539,NM_002608,PDGFB,1818,1849,0.923076923077,-25.5,1,0.006088504,0.485,0.0,0.0,-7.627231511259633,18,31,7,CDS,,0,0
hsa-miR-103b,NM_002608,PDGFB,2775,2812,0.892307692308,-23.8,1,2.026601e-08,0.441,0.0,0.0,-5.694283598550164,18,22,15,3UTR,,0,0
hsa-miR-103b,NM_002608,PDGFB,1825,1853,1.0,-21.5,1,0.007546538,0.5,0.0,0.0,-5.925499359926538,18,28,10,3UTR,,0,0
hsa-miR-320d,NM_002608,PDGFB,2215,2259,0.923076923077,-21.7,1,0.01283072,0.324,0.0,0.0,-6.514540193678739,15,44,9,3UTR,,0,0
hsa-miR-320d,NM_002608,PDGFB,260,275,0.923076923077,-19.8,1,0.0006737828,0.485,0.0,0.0,-8.915066646070464,13,15,10,5UTR,,0,0
hsa-miR-1825,NM_002608,PDGFB,2260,2273,0.846153846154,-20.8,1,0.0002131948,0.309,0.0,0.0,-11.86019739781856,12,13,12,3UTR,,0,0
hsa-miR-1827,NM_002608,PDGFB,1046,1061,0.846153846154,-17.0,1,0.0002331808,0.147,0.0,0.0,-8.369033647187626,13,15,11,5UTR,,0,0
hsa-miR-1827,NM_002608,PDGFB,2649,2663,0.846153846154,-16.9,1,0.04312671,0.471,0.0,0.0,-8.415498954871785,13,14,13,3UTR,,0,0
hsa-miR-1908-5p,NM_002608,PDGFB,441,463,0.846153846154,-30.8,1,5.777334e-07,0.118,0.0,0.0,-7.843498853153337,16,22,7,5UTR,,0,0
hsa-miR-1908-3p,NM_002608,PDGFB,1060,1086,0.846153846154,-36.0,1,3.154284e-08,0.25,0.0,0.0,-9.600298155885454,19,26,9,5UTR,,0,0
hsa-miR-1909-5p,NM_002608,PDGFB,1750,1772,0.846153846154,-30.7,1,0.0001210041,0.382,0.0,0.0,-6.695373124915117,18,22,7,CDS,,0,0
hsa-miR-1909-5p,NM_002608,PDGFB,1070,1114,0.846153846154,-29.1,1,8.829235e-05,0.338,0.0,0.0,-6.618099312767468,19,44,7,5UTR,,0,0
hsa-miR-1909-3p,NM_002608,PDGFB,94,122,0.846153846154,-30.6,1,1.207294e-05,0.221,0.0,0.0,-6.469211527196086,19,28,8,5UTR,MIRT738362,0,1
hsa-miR-1909-3p,NM_002608,PDGFB,440,476,0.846153846154,-30.5,1,1.19084e-05,0.132,0.0,0.0,-9.283231650341488,18,36,6,5UTR,MIRT738362,0,1
hsa-miR-1910-5p,NM_002608,PDGFB,918,939,0.846153846154,-29.2,1,1.539661e-06,0.147,0.0,0.0,-7.371380111199145,17,21,12,5UTR,,0,0
hsa-miR-1910-5p,NM_002608,PDGFB,2266,2292,0.923076923077,-28.7,1,2.504756e-08,0.338,0.0,0.0,-9.154868480497768,18,26,14,3UTR,,0,0
hsa-miR-1910-5p,NM_002608,PDGFB,668,695,1.0,-27.2,1,0.0004982899,0.426,0.0,0.0,-4.849714495602881,18,27,9,5UTR,,0,0
hsa-miR-1910-3p,NM_002608,PDGFB,3500,3535,0.846153846154,-21.5,1,0.04968478,0.441,0.0,0.0,-5.226705058867908,18,35,9,3UTR,,0,1
hsa-miR-1910-3p,NM_002608,PDGFB,82,116,0.846153846154,-21.5,1,1.137074e-05,0.25,0.0,0.0,-8.276097674182306,12,14,12,5UTR,,0,1
hsa-miR-1911-3p,NM_002608,PDGFB,2333,2387,0.923076923077,-24.3,1,2.951373e-05,0.441,0.0,0.0,-3.937574446201665,20,54,10,3UTR,,0,0
hsa-miR-1911-3p,NM_002608,PDGFB,3677,3696,0.984615384615,-23.1,1,1.390079e-05,0.397,0.0,0.0,-10.457661884621608,16,19,8,3UTR,,0,0
hsa-miR-1911-3p,NM_002608,PDGFB,1591,1610,0.923076923077,-22.3,1,0.0001352703,0.471,0.0,0.0,-4.95700071937229,16,19,11,CDS,,0,0
hsa-miR-1912-5p,NM_002608,PDGFB,3657,3678,0.846153846154,-22.0,1,0.0001042109,0.397,0.0,0.0,-6.469211527196086,17,21,7,3UTR,,0,0
hsa-miR-1912-3p,NM_002608,PDGFB,2823,2839,1.0,-20.0,1,5.061207e-05,0.544,0.0,0.0,-10.715280944617287,14,16,11,3UTR,,0,0
hsa-miR-1912-3p,NM_002608,PDGFB,2456,2476,0.846153846154,-20.3,1,2.552858e-05,0.412,0.0,0.0,-10.189019124065343,15,20,7,3UTR,,0,0
hsa-miR-1913,NM_002608,PDGFB,3003,3026,1.0,-30.3,1,0.0002606318,0.412,0.0,0.0,-6.971920133026242,17,23,8,3UTR,,0,0
hsa-miR-1914-5p,NM_002608,PDGFB,3231,3249,0.923076923077,-31.4,1,3.09701e-07,0.397,0.0,0.0,-5.4812609810729835,16,18,10,3UTR,,0,0
hsa-miR-1914-3p,NM_002608,PDGFB,1984,2008,0.923076923077,-34.7,1,0.0002228495,0.309,0.0,0.0,-7.843498853153337,19,24,7,3UTR,,0,0
hsa-miR-1914-3p,NM_002608,PDGFB,504,534,0.846153846154,-32.9,1,9.380837e-06,0.279,0.0,0.0,-4.794414363722071,20,30,11,5UTR,,0,0
hsa-miR-1914-3p,NM_002608,PDGFB,111,163,0.846153846154,-32.7,1,5.202558e-05,0.294,0.0,0.0,-12.712481855719549,16,22,7,5UTR,,0,0
hsa-miR-1915-5p,NM_002608,PDGFB,2736,2755,0.923076923077,-33.0,1,0.0006769563,0.426,0.0,0.0,-11.447521229830976,16,19,11,3UTR,,0,0
hsa-miR-1915-5p,NM_002608,PDGFB,506,544,0.923076923077,-31.2,1,2.655211e-05,0.324,0.0,0.0,-9.075983850792646,20,38,11,5UTR,,0,0
hsa-miR-1915-3p,NM_002608,PDGFB,382,409,0.846153846154,-29.4,1,2.856457e-06,0.176,0.0,0.0,-7.307599033628058,17,27,9,5UTR,,0,0
hsa-miR-1972,NM_002608,PDGFB,2203,2245,0.923076923077,-27.3,1,0.1026097,0.353,0.0,0.0,-6.071582287698324,19,42,8,3UTR,,0,0
hsa-miR-1973,NM_002608,PDGFB,549,562,0.923076923077,-17.5,1,0.00400213,0.426,0.0,0.0,-10.789068936966107,11,13,6,5UTR,,0,0
hsa-miR-1976,NM_002608,PDGFB,1788,1834,0.923076923077,-26.3,1,0.0002390759,0.471,0.0,0.0,-3.793324837357118,19,46,8,CDS,,0,0
hsa-miR-1976,NM_002608,PDGFB,2997,3030,0.923076923077,-26.1,1,0.002480858,0.426,0.0,0.0,-4.1706235265052785,19,33,7,3UTR,,0,0
hsa-miR-2110,NM_002608,PDGFB,2458,2479,1.0,-25.1,1,1.918256e-06,0.397,0.0,0.0,-10.22798406799173,15,21,8,3UTR,,0,0
hsa-miR-2110,NM_002608,PDGFB,1718,1752,1.0,-24.3,1,7.334615e-07,0.353,0.0,0.0,-8.851285568499378,19,34,7,CDS,,0,0
hsa-miR-2114-3p,NM_002608,PDGFB,517,549,0.846153846154,-21.9,1,2.06962e-05,0.382,0.0,0.0,-7.52560118544185,15,20,7,5UTR,,0,0
hsa-miR-2115-5p,NM_002608,PDGFB,3009,3031,0.846153846154,-20.2,1,0.00185901,0.426,0.0,0.0,-8.9317342419481,18,22,8,3UTR,,0,0
hsa-miR-2116-5p,NM_002608,PDGFB,2295,2315,1.0,-20.5,1,0.003685647,0.382,0.0,0.0,-12.955822318181061,16,20,9,3UTR,,0,0
hsa-miR-548q,NM_002608,PDGFB,2010,2034,0.846153846154,-20.8,1,0.0001823795,0.397,0.0,0.0,-12.978609632955665,15,24,9,3UTR,,0,0
hsa-miR-2276-5p,NM_002608,PDGFB,3009,3031,1.0,-24.6,1,0.00185901,0.426,0.0,0.0,-7.49779848186265,17,22,10,3UTR,,0,0
hsa-miR-2276-5p,NM_002608,PDGFB,3359,3393,0.884615384615,-24.1,1,0.01087509,0.735,0.0,0.0,-5.4812609810729835,20,34,8,3UTR,,0,0
hsa-miR-2276-5p,NM_002608,PDGFB,2798,2842,0.961538461538,-23.3,1,0.0002900398,0.559,0.0,0.0,-5.495113920508112,18,44,9,3UTR,,0,0
hsa-miR-2276-5p,NM_002608,PDGFB,2500,2529,0.953846153846,-23.7,1,5.679256e-05,0.426,0.0,0.0,-6.969596721160855,20,29,8,3UTR,,0,0
hsa-miR-2276-3p,NM_002608,PDGFB,3764,3801,0.846153846154,-21.6,1,1.929048e-05,0.436,0.0,0.0,-6.106959766537749,18,37,11,3UTR,,0,0
hsa-miR-2276-3p,NM_002608,PDGFB,2012,2029,0.846153846154,-21.7,1,0.0001142888,0.397,0.0,0.0,-7.803670806344982,14,17,5,3UTR,,0,0
hsa-miR-2277-5p,NM_002608,PDGFB,592,625,0.846153846154,-34.3,1,0.0002338977,0.397,0.0,0.0,-7.284377755798021,23,33,7,5UTR,,0,0
hsa-miR-2277-5p,NM_002608,PDGFB,1634,1660,1.0,-33.6,1,0.0009392989,0.338,0.0,0.0,-8.303804028968646,21,26,9,CDS,,0,0
hsa-miR-2277-5p,NM_002608,PDGFB,307,331,0.846153846154,-33.0,1,4.166504e-06,0.221,0.0,0.0,-7.996968064473879,19,24,8,5UTR,,0,0
hsa-miR-2277-5p,NM_002608,PDGFB,2953,2983,0.923076923077,-32.6,1,1.162978e-06,0.397,0.0,0.0,-8.303804028968646,20,30,9,3UTR,,0,0
hsa-miR-2277-3p,NM_002608,PDGFB,1072,1122,1.0,-28.7,1,0.001051586,0.368,0.0,0.0,-7.140128146953473,19,50,9,5UTR,,0,0
hsa-miR-2277-3p,NM_002608,PDGFB,1810,1872,0.961538461538,-27.2,1,0.001522435,0.544,0.0,0.0,-4.95700071937229,19,62,9,CDS,,0,0
hsa-miR-2278,NM_002608,PDGFB,463,495,0.846153846154,-27.4,1,3.886969e-06,0.147,0.0,0.0,-6.644936863088155,20,32,13,5UTR,,0,0
hsa-miR-2681-5p,NM_002608,PDGFB,2499,2518,0.846153846154,-20.9,0,0.0007137304,0.441,0.0,0.0,-15.566558404643448,15,19,7,3UTR,,0,0
hsa-miR-2681-5p,NM_002608,PDGFB,3276,3296,0.807692307692,-20.8,1,0.0003958831,0.412,0.0,0.0,-13.304373691803539,14,20,10,3UTR,,0,0
hsa-miR-2681-3p,NM_002608,PDGFB,2287,2307,1.0,-20.9,1,0.000249826,0.353,0.0,0.0,-7.21462997259278,14,20,10,3UTR,,0,0
hsa-miR-2682-5p,NM_002608,PDGFB,92,112,0.923076923077,-19.7,1,2.634938e-06,0.25,0.0,0.0,-7.493715843710474,16,20,14,5UTR,,0,0
hsa-miR-711,NM_002608,PDGFB,520,548,0.923076923077,-26.2,1,2.141842e-05,0.368,0.0,0.0,-4.1706235265052785,20,28,8,5UTR,,0,0
hsa-miR-711,NM_002608,PDGFB,138,159,0.846153846154,-23.9,1,0.0006247759,0.279,0.0,0.0,-5.027463444025684,16,21,7,5UTR,,0,0
hsa-miR-711,NM_002608,PDGFB,1107,1126,0.884615384615,-23.0,1,0.007279913,0.368,0.0,0.0,-10.190619462510798,16,19,12,CDS,,0,0
hsa-miR-718,NM_002608,PDGFB,924,947,1.0,-33.6,1,0.0001723161,0.147,0.0,0.0,-7.7817751947826395,18,23,13,5UTR,,0,0
hsa-miR-2909,NM_002608,PDGFB,3700,3740,1.0,-19.5,1,2.628128e-05,0.441,0.0,0.0,-7.517426836101634,14,17,11,3UTR,,0,0
hsa-miR-3117-3p,NM_002608,PDGFB,2179,2202,0.846153846154,-21.4,1,3.332705e-05,0.353,0.0,0.0,-8.40585589311169,17,23,8,3UTR,,0,0
hsa-miR-3120-5p,NM_002608,PDGFB,351,372,0.846153846154,-25.6,1,5.795464e-08,0.235,0.0,0.0,-3.793324837357118,17,21,8,5UTR,,0,0
hsa-miR-3120-5p,NM_002608,PDGFB,2314,2336,0.953846153846,-24.0,1,0.0001918295,0.412,0.0,0.0,-5.495113920508112,17,22,8,3UTR,,0,0
hsa-miR-3121-5p,NM_002608,PDGFB,666,686,1.0,-17.1,1,9.355102e-06,0.471,0.0,0.0,-13.223621401949268,10,12,10,5UTR,,0,0
hsa-miR-3122,NM_002608,PDGFB,2011,2034,1.0,-24.9,1,0.0001823795,0.397,0.0,0.0,-5.7143100613765965,18,23,11,3UTR,MIRT739986,0,0
hsa-miR-3122,NM_002608,PDGFB,2621,2648,1.0,-24.9,1,0.02387792,0.426,0.0,0.0,-4.1706235265052785,15,17,15,3UTR,MIRT739986,0,0
hsa-miR-3124-3p,NM_002608,PDGFB,3235,3258,0.846153846154,-18.2,1,0.000830518,0.368,0.0,0.0,-7.8606057810956464,13,18,8,3UTR,,0,0
hsa-miR-548s,NM_002608,PDGFB,954,968,1.0,-18.3,1,4.526481e-08,0.206,0.0,0.0,-11.113218309998182,12,14,8,5UTR,,0,0
