,mirnaid,refseqid,genesymbol,start,end,bindingp,energy,seed,accessibility,au,phylopstem,phylopflank,me,number_of_pairings,binding_region_length,longest_consecutive_pairings,position,TargetScan,miRDB,refseqid_1,genesymbol_1,start_1,end_1,bindingp_1,energy_1,seed_1,accessibility_1,au_1,phylopstem_1,phylopflank_1,me_1,number_of_pairings_1,binding_region_length_1,longest_consecutive_pairings_1,position_1,TargetScan_1,miRDB_1,refseqid_2,genesymbol_2,start_2,end_2,bindingp_2,energy_2,seed_2,accessibility_2,au_2,phylopstem_2,phylopflank_2,me_2,number_of_pairings_2,binding_region_length_2,longest_consecutive_pairings_2,position_2,TargetScan_2,miRDB_2,refseqid_3,genesymbol_3,start_3,end_3,bindingp_3,energy_3,seed_3,accessibility_3,au_3,phylopstem_3,phylopflank_3,me_3,number_of_pairings_3,binding_region_length_3,longest_consecutive_pairings_3,position_3,TargetScan_3,miRDB_3,refseqid_4,genesymbol_4,start_4,end_4,bindingp_4,energy_4,seed_4,accessibility_4,au_4,phylopstem_4,phylopflank_4,me_4,number_of_pairings_4,binding_region_length_4,longest_consecutive_pairings_4,position_4,TargetScan_4,miRDB_4,refseqid_5,genesymbol_5,start_5,end_5,bindingp_5,energy_5,seed_5,accessibility_5,au_5,phylopstem_5,phylopflank_5,me_5,number_of_pairings_5,binding_region_length_5,longest_consecutive_pairings_5,position_5,TargetScan_5,miRDB_5
147,hsa-miR-623,NM_006749,SLC20A2,2041,2076,0.846153846154,-27.1,1,0.001369885,0.324,0.0,0.0,-8.769201929689997,19,26,8,CDS,0,0,NM_020702,MYORG,1175,1196,0.846153846154,-27.1,0,0.0004467598,0.441,0.0,0.0,-15.566558404643448,17,21,9,CDS,0,0,NM_004736,XPR1,5941,5957,1.0,-24.0,1,0.00014521370000000002,0.544,0.0,0.0,-11.428251315976453,15,16,15,3UTR,0,0,NM_033016,PDGFB,905,923,1.0,-25.9,0,1.357796e-05,0.397,0.0,0.0,-16.80906487297163,15,18,12,3UTR,0,0,NM_002609,PDGFRB,4440,4466,0.923076923077,-31.7,1,7.563682e-07,0.368,0.0,0.0,-6.5006872542436085,19,26,11,3UTR,0,0,NM_021219,JAM2,118,149,0.923076923077,-26.7,1,6.487208e-05,0.309,0.0,0.0,-9.658005423199963,18,31,12,5UTR,0,0
148,hsa-miR-629-5p,NM_006749,SLC20A2,1281,1300,0.923076923077,-26.7,1,1.670641e-06,0.397,0.0,0.0,-8.303804028968646,17,19,9,CDS,0,0,NM_020702,MYORG,1170,1189,0.923076923077,-18.8,1,0.002103446,0.397,0.0,0.0,-7.1633494247835126,17,19,12,CDS,0,0,NM_004736,XPR1,2337,2354,0.846153846154,-16.7,1,0.2121542,0.529,0.0,0.0,-8.619144941963317,13,17,6,3UTR,0,0,NM_002608,PDGFB,1405,1433,1.0,-22.4,1,0.0010094330000000001,0.353,0.0,0.0,-3.9375744462016646,20,28,10,CDS,0,0,NM_002609,PDGFRB,4048,4093,0.923076923077,-22.7,1,0.01977354,0.515,0.0,0.0,-3.9375744462016646,21,45,10,3UTR,0,0,NM_021219,JAM2,1609,1627,0.846153846154,-17.0,1,0.01456549,0.662,0.0,0.0,-11.487693889943062,16,18,10,3UTR,0,0
149,hsa-miR-631,NM_006749,SLC20A2,2300,2329,0.846153846154,-22.5,1,0.002198398,0.382,0.0,0.0,-9.546562468637928,15,29,11,CDS,0,0,NM_020702,MYORG,3766,3804,1.0,-24.7,1,5.563812e-05,0.456,0.0,0.0,-4.528774397607752,19,38,11,3UTR,0,0,NM_004736,XPR1,1,17,0.846153846154,-19.4,1,0.028146800000000003,0.28300000000000003,0.0,0.0,-10.7181834207955,13,16,6,5UTR,0,0,NM_002608,PDGFB,1829,1851,1.0,-23.4,1,0.006861625,0.47100000000000003,0.0,0.0,-6.626141984894678,16,22,5,3UTR,0,0,NM_002609,PDGFRB,2291,2311,0.923076923077,-24.7,1,4.274569e-07,0.294,0.0,0.0,-6.5006872542436085,17,20,11,CDS,0,0,NM_021219,JAM2,3025,3065,0.846153846154,-22.5,1,0.00010557049999999999,0.544,0.0,0.0,-6.9293008499994775,17,40,11,3UTR,0,0
150,hsa-miR-33b-3p,NM_006749,SLC20A2,1579,1603,0.923076923077,-28.1,1,0.006630199,0.368,0.0,0.0,-9.816014836792442,19,24,9,CDS,0,0,NM_020702,MYORG,2429,2492,0.846153846154,-30.9,1,0.0001715609,0.397,0.0,0.0,-3.9375744462016646,21,63,8,3UTR,0,0,NM_004736,XPR1,5359,5377,0.846153846154,-25.3,1,2.677228e-05,0.485,0.0,0.0,-7.570929851924503,15,18,6,3UTR,0,0,NM_002608,PDGFB,1089,1113,0.923076923077,-27.9,1,7.775868e-05,0.33799999999999997,0.0,0.0,-6.106959766537749,19,24,14,5UTR,0,0,NM_002609,PDGFRB,1772,1792,1.0,-27.1,1,8.39404e-07,0.353,0.0,0.0,-7.8384208098095725,15,20,10,CDS,0,0,NM_001270408,JAM2,1606,1636,1.0,-24.0,1,0.004512232,0.41200000000000003,0.0,0.0,-4.794414363722071,20,30,7,3UTR,0,0
151,hsa-miR-632,NM_006749,SLC20A2,3729,3749,0.923076923077,-23.7,1,0.003544533,0.456,0.0,0.0,-10.10915223120837,16,20,6,3UTR,0,0,NM_020702,MYORG,2473,2490,0.923076923077,-23.1,1,2.006005e-05,0.397,0.0,0.0,-6.216710541323619,15,17,9,3UTR,0,0,NM_004736,XPR1,5310,5326,1.0,-20.2,1,0.00045928209999999996,0.485,0.0,0.0,-6.943153789434607,14,16,13,3UTR,0,0,NM_002608,PDGFB,3688,3710,1.0,-25.0,1,0.011592299999999998,0.397,0.0,0.0,-5.7143100613765965,17,22,8,3UTR,0,0,NM_002609,PDGFRB,675,699,0.846153846154,-23.0,1,0.00021989560000000002,0.368,0.0,0.0,-5.101250328216836,17,24,9,CDS,0,0,NM_021219,JAM2,139,158,1.0,-24.7,1,0.01165313,0.27899999999999997,0.0,0.0,-7.307599033628057,16,19,7,5UTR,0,0
152,hsa-miR-639,NM_006749,SLC20A2,481,505,1.0,-26.8,1,0.00013732620000000002,0.544,0.0,0.0,-6.514540193678738,20,24,8,5UTR,0,0,NM_020702,MYORG,225,269,1.0,-31.3,1,0.0005001572000000001,0.397,0.0,0.0,-6.514540193678738,16,20,13,CDS,0,0,NM_004736,XPR1,85,106,0.923076923077,-30.0,1,2.615941e-07,0.235,0.0,0.0,-10.970185567883554,19,21,16,5UTR,0,0,NM_033016,PDGFB,408,435,0.923076923077,-25.6,1,1.389855e-06,0.368,0.0,0.0,-10.094392583578706,18,27,10,CDS,0,0,NM_002609,PDGFRB,5296,5347,0.923076923077,-27.7,1,2.351864e-05,0.441,0.0,0.0,-3.793324837357118,22,51,9,3UTR,0,0,NM_001270408,JAM2,1406,1454,0.923076923077,-27.6,1,8.465746000000001e-07,0.382,0.0,0.0,-4.650164754877523,21,48,10,CDS,0,0
153,hsa-miR-646,NM_006749,SLC20A2,1546,1587,1.0,-23.3,1,0.0001392284,0.368,0.0,0.0,-4.95700071937229,16,41,7,CDS,0,1,NM_020702,MYORG,5400,5420,0.923076923077,-24.8,1,5.1242929999999995e-08,0.397,0.0,0.0,-5.190049799675903,16,20,7,3UTR,0,0,NM_004736,XPR1,5818,5859,1.0,-23.0,1,0.0001162108,0.5,0.0,0.0,-6.083544976388314,16,23,7,3UTR,0,0,NM_002608,PDGFB,1028,1048,0.846153846154,-28.0,1,1.2062039999999999e-09,0.147,0.0,0.0,-8.145411092473202,16,20,10,5UTR,0,0,NM_002609,PDGFRB,501,520,0.923076923077,-27.2,1,1.3660579999999998e-06,0.41200000000000003,0.0,0.0,-5.08245545002336,16,19,7,CDS,0,0,NM_001270408,JAM2,1550,1571,0.846153846154,-24.5,1,2.001172e-06,0.41200000000000003,0.0,0.0,-11.35165869953655,16,21,9,3UTR,0,0
154,hsa-miR-648,NM_006749,SLC20A2,1844,1877,0.846153846154,-21.6,1,0.001689484,0.353,0.0,0.0,-7.91236201216959,17,33,8,CDS,0,0,NM_020702,MYORG,1416,1432,0.846153846154,-22.2,1,7.0907140000000005e-06,0.27899999999999997,0.0,0.0,-14.182496390900528,13,16,7,CDS,0,0,NM_004736,XPR1,1574,1589,1.0,-23.6,1,0.001190033,0.456,0.0,0.0,-9.231529462659658,14,15,14,CDS,0,0,NM_002608,PDGFB,864,880,0.923076923077,-23.2,1,1.3905449999999998e-06,0.221,0.0,0.0,-8.845862911851887,14,16,13,5UTR,0,0,NM_002609,PDGFRB,1974,1999,1.0,-29.4,1,3.833599e-08,0.309,0.0,0.0,-6.618099312767468,16,19,9,CDS,0,0,NM_021219,JAM2,3755,3774,0.884615384615,-20.1,1,0.009225279,0.691,0.0,0.0,-5.694283598550164,15,19,9,3UTR,0,0
155,hsa-miR-650,NM_006749,SLC20A2,2702,2746,0.846153846154,-23.5,1,0.00602724,0.382,0.0,0.0,-5.939295367543767,17,44,7,3UTR,0,0,NM_020702,MYORG,1619,1660,0.923076923077,-28.2,1,8.680848e-05,0.324,0.0,0.0,-3.9375744462016646,18,23,8,CDS,0,0,NM_004736,XPR1,849,879,0.846153846154,-25.0,1,0.002271565,0.441,0.0,0.0,-5.350864311663567,19,30,7,CDS,0,0,NM_002608,PDGFB,85,117,0.846153846154,-28.6,1,3.891911e-06,0.235,0.0,0.0,-3.793324837357118,19,32,8,5UTR,0,0,NM_002609,PDGFRB,4302,4321,1.0,-28.7,1,0.0005029299,0.441,0.0,0.0,-4.95700071937229,17,19,11,3UTR,0,1,NM_021219,JAM2,201,230,0.846153846154,-28.9,1,4.530692e-05,0.235,0.0,0.0,-4.906073086755913,17,21,9,5UTR,0,0
156,hsa-miR-652-3p,NM_006749,SLC20A2,2487,2510,0.923076923077,-22.3,1,5.223085e-06,0.353,0.0,0.0,-7.371380111199144,17,23,7,CDS,0,0,NM_020702,MYORG,710,735,0.846153846154,-29.2,1,1.162841e-06,0.309,0.0,0.0,-6.514540193678738,17,25,10,CDS,0,0,NM_004736,XPR1,7432,7462,1.0,-22.1,1,0.01552371,0.603,0.0,0.0,-3.793324837357118,18,30,8,3UTR,0,0,NM_002608,PDGFB,3166,3215,0.923076923077,-22.0,1,8.416921e-06,0.441,0.0,0.0,-8.415498954871786,15,18,13,3UTR,0,0,NM_002609,PDGFRB,2085,2101,0.923076923077,-27.9,1,9.604587e-06,0.456,0.0,0.0,-6.514540193678738,15,16,15,CDS,0,0,NM_021219,JAM2,558,601,0.923076923077,-24.5,1,2.2945039999999997e-05,0.397,0.0,0.0,-6.747589273982352,15,20,8,CDS,0,0
157,hsa-miR-662,NM_006749,SLC20A2,2553,2600,0.846153846154,-26.7,1,0.0005942386,0.529,0.0,0.0,-6.762348921612015,18,47,8,CDS,0,0,NM_020702,MYORG,1734,1758,1.0,-28.9,1,7.999918e-06,0.33799999999999997,0.0,0.0,-5.838533207394711,19,24,10,CDS,0,0,NM_004736,XPR1,154,174,0.923076923077,-27.9,1,0.00019691830000000002,0.33799999999999997,0.0,0.0,-9.162875374003741,18,20,11,5UTR,0,0,NM_033016,PDGFB,2559,2579,1.0,-23.3,1,3.936514e-05,0.397,0.0,0.0,-6.071582287698324,16,20,5,3UTR,0,0,NM_002609,PDGFRB,2006,2040,0.923076923077,-23.4,1,0.0002485821,0.382,0.0,0.0,-6.199507187700468,17,34,10,CDS,0,0,NM_021219,JAM2,576,596,0.846153846154,-23.5,1,0.0001487708,0.353,0.0,0.0,-10.606161401920637,15,20,6,CDS,0,0
158,hsa-miR-659-5p,NM_006749,SLC20A2,1442,1462,0.923076923077,-20.8,1,0.02023421,0.5,0.0,0.0,-4.849714495602881,15,20,11,CDS,0,0,NM_020702,MYORG,5014,5034,0.846153846154,-22.7,1,1.590474e-05,0.426,0.0,0.0,-9.418145255402095,17,20,10,3UTR,0,0,NM_004736,XPR1,4365,4385,0.846153846154,-19.6,1,0.0001281181,0.662,0.0,0.0,-8.1593609078047,16,20,10,3UTR,0,0,NM_002608,PDGFB,3664,3686,0.923076923077,-21.5,1,6.49629e-06,0.382,0.0,0.0,-7.938095361715102,16,22,13,3UTR,0,0,NM_002609,PDGFRB,2298,2321,0.846153846154,-21.4,1,7.60372e-07,0.309,0.0,0.0,-8.41763659008735,17,23,7,CDS,0,0,NM_021219,JAM2,1810,1826,1.0,-18.9,1,3.659747e-05,0.5589999999999999,0.0,0.0,-7.883695381712681,14,16,12,3UTR,0,0
159,hsa-miR-659-3p,NM_006749,SLC20A2,368,389,0.923076923077,-28.7,1,1.156631e-05,0.33799999999999997,0.0,0.0,-11.729244412558613,16,21,8,5UTR,0,0,NM_020702,MYORG,1127,1159,1.0,-27.6,1,0.000588516,0.353,0.0,0.0,-7.204661087446723,16,21,9,CDS,0,0,NM_004736,XPR1,4163,4188,0.846153846154,-21.7,1,0.005267882,0.6759999999999999,0.0,0.0,-3.9375744462016646,19,23,16,3UTR,0,0,NM_002608,PDGFB,1155,1179,1.0,-29.3,1,0.0006509305,0.382,0.0,0.0,-7.570929851924503,17,24,8,CDS,0,0,NM_002609,PDGFRB,3978,4032,0.846153846154,-30.7,1,1.807716e-05,0.41200000000000003,0.0,0.0,-3.9375744462016646,21,54,10,3UTR,0,0,NM_021219,JAM2,317,338,1.0,-24.7,1,2.1688910000000002e-05,0.368,0.0,0.0,-3.793324837357118,17,21,12,5UTR,0,0
160,hsa-miR-542-5p,NM_006749,SLC20A2,2521,2552,0.846153846154,-22.1,1,0.0065206069999999994,0.382,0.0,0.0,-6.09222096393106,20,31,7,CDS,0,0,NM_020702,MYORG,2820,2839,0.807692307692,-20.3,1,1.956947e-05,0.426,0.0,0.0,-7.371380111199144,16,19,9,3UTR,0,0,NM_004736,XPR1,1158,1181,1.0,-24.7,1,3.452345e-05,0.515,0.0,0.0,-9.185336516991068,19,23,5,CDS,0,0,NM_002608,PDGFB,1189,1226,0.923076923077,-20.6,1,0.006808904,0.382,0.0,0.0,-5.813840636892697,17,37,11,CDS,0,0,NM_002609,PDGFRB,3906,3942,0.846153846154,-25.7,1,0.007111796,0.426,0.0,0.0,-11.63909665883459,16,22,7,3UTR,0,0,NM_021219,JAM2,1276,1298,0.846153846154,-20.5,1,0.03226273,0.515,0.0,0.0,-9.286098677140123,17,22,10,CDS,0,0
161,hsa-miR-671-5p,NM_006749,SLC20A2,2377,2430,0.846153846154,-32.3,1,0.007878641,0.397,0.0,0.0,-3.793324837357118,20,43,8,CDS,0,0,NM_020702,MYORG,3201,3238,0.846153846154,-34.3,1,0.0013632529999999998,0.441,0.0,0.0,-3.793324837357118,20,26,7,3UTR,0,0,NM_004736,XPR1,5944,5971,0.923076923077,-28.1,1,0.01232185,0.515,0.0,0.0,-7.780157107646925,18,27,8,3UTR,0,0,NM_002608,PDGFB,1737,1756,0.846153846154,-30.8,1,9.462903e-07,0.353,0.0,0.0,-14.954730256116646,16,19,11,CDS,0,0,NM_002609,PDGFRB,829,853,1.0,-33.8,1,0.0001450578,0.5,0.0,0.0,-5.226705058867908,20,24,9,CDS,0,0,NM_021219,JAM2,3234,3264,0.846153846154,-28.8,1,9.393744e-08,0.5,0.0,0.0,-5.035831305685297,19,30,8,3UTR,0,0
162,hsa-miR-671-3p,NM_006749,SLC20A2,2459,2480,0.846153846154,-26.9,1,6.286118e-06,0.294,0.0,0.0,-10.729023051862386,18,21,9,CDS,0,0,NM_020702,MYORG,2577,2603,0.846153846154,-27.1,1,9.641578999999999e-05,0.5,0.0,0.0,-10.10915223120837,19,26,7,3UTR,0,0,NM_004736,XPR1,2402,2421,0.892307692308,-20.9,1,4.0420690000000003e-05,0.544,0.0,0.0,-6.236470572775607,15,19,8,3UTR,0,0,NM_002608,PDGFB,2171,2218,1.0,-33.6,1,3.424003e-06,0.382,0.0,0.0,-6.514540193678738,15,17,15,3UTR,0,0,NM_002609,PDGFRB,3705,3730,1.0,-31.2,1,0.00018962470000000002,0.324,0.0,0.0,-11.35165869953655,18,25,9,CDS,0,0,NM_021219,JAM2,590,625,0.923076923077,-25.6,1,8.971877e-06,0.47100000000000003,0.0,0.0,-4.170623526505279,20,35,8,CDS,0,0
163,hsa-miR-668-5p,NM_006749,SLC20A2,2769,2787,0.846153846154,-25.3,1,1.4491689999999998e-05,0.426,0.0,0.0,-6.251209375382294,16,18,13,3UTR,0,0,NM_020702,MYORG,1085,1103,1.0,-26.3,1,0.0003460803,0.397,0.0,0.0,-7.371380111199144,14,18,10,CDS,0,0,NM_004736,XPR1,723,739,1.0,-22.1,1,4.8082359999999996e-05,0.5,0.0,0.0,-7.255896845946231,12,16,6,CDS,0,0,NM_002608,PDGFB,820,838,0.8974358974359999,-25.4,1,3.794639e-05,0.25,0.0,0.0,-7.038800455379432,16,18,14,5UTR,0,0,NM_002609,PDGFRB,2961,2985,1.0,-24.1,1,0.0002200534,0.426,0.0,0.0,-3.793324837357118,18,24,12,CDS,0,0,NM_021219,JAM2,591,607,0.846153846154,-22.9,1,2.9515929999999995e-07,0.397,0.0,0.0,-9.563624683110008,13,16,6,CDS,0,0
164,hsa-miR-668-3p,NM_006749,SLC20A2,765,786,0.923076923077,-24.7,1,0.0003182424,0.485,0.0,0.0,-8.452480037449755,16,21,7,CDS,0,0,NM_020702,MYORG,724,746,0.846153846154,-29.7,1,0.0001944495,0.309,0.0,0.0,-9.154868480497768,19,22,7,CDS,0,0,NM_004736,XPR1,703,726,0.923076923077,-24.9,1,6.253018e-05,0.485,0.0,0.0,-5.892671223205702,17,23,8,CDS,0,0,NM_033016,PDGFB,47,98,0.846153846154,-25.1,1,0.002424871,0.485,0.0,0.0,-3.793324837357118,18,51,10,CDS,0,0,NM_002609,PDGFRB,1235,1255,1.0,-27.4,1,4.471022e-06,0.426,0.0,0.0,-6.193851289748843,16,20,11,CDS,0,1,NM_021219,JAM2,2459,2481,0.923076923077,-22.3,1,6.160095e-05,0.544,0.0,0.0,-10.607994720847877,16,22,7,3UTR,0,0
165,hsa-miR-767-5p,NM_006749,SLC20A2,2455,2476,0.923076923077,-24.3,1,3.039522e-07,0.309,0.0,0.0,-7.682187029836714,17,21,11,CDS,0,1,NM_020702,MYORG,1023,1061,0.846153846154,-28.1,1,0.001678837,0.426,0.0,0.0,-8.004855389940193,18,38,9,CDS,0,0,NM_004736,XPR1,1679,1721,1.0,-26.5,1,9.563901e-07,0.588,0.0,0.0,-6.618099312767468,17,19,17,CDS,0,0,NM_002608,PDGFB,1904,1956,0.846153846154,-30.6,1,2.469433e-06,0.353,0.0,0.0,-3.793324837357118,21,29,11,3UTR,0,1,NM_002609,PDGFRB,2186,2208,1.0,-25.4,1,0.0006294099,0.441,0.0,0.0,-5.728163000811724,18,22,10,CDS,0,0,NM_021219,JAM2,3473,3524,0.846153846154,-20.5,1,0.0006538737,0.5589999999999999,0.0,0.0,-4.95700071937229,19,28,7,3UTR,0,0
166,hsa-miR-1224-3p,NM_006749,SLC20A2,2073,2093,0.923076923077,-25.1,1,0.04766793,0.397,0.0,0.0,-10.976996655377807,15,20,7,CDS,0,0,NM_020702,MYORG,3152,3181,0.846153846154,-25.9,1,0.0007199673,0.47100000000000003,0.0,0.0,-8.056611621014138,20,29,6,3UTR,0,1,NM_004736,XPR1,165,183,0.923076923077,-23.6,1,4.290969e-05,0.353,0.0,0.0,-11.979642955908119,15,18,7,5UTR,0,0,NM_002608,PDGFB,3236,3288,0.923076923077,-28.7,1,1.749123e-06,0.397,0.0,0.0,-3.793324837357118,18,44,9,3UTR,0,0,NM_002609,PDGFRB,1049,1068,0.923076923077,-27.3,1,4.023756e-06,0.5,0.0,0.0,-8.638615112303048,17,19,10,CDS,0,0,NM_021219,JAM2,328,386,0.923076923077,-24.6,1,5.427023999999999e-08,0.353,0.0,0.0,-8.145411092473202,18,27,10,5UTR,0,0
167,hsa-miR-151b,NM_006749,SLC20A2,1081,1099,0.846153846154,-18.7,1,0.001637947,0.574,0.0,0.0,-8.004855389940193,16,18,9,CDS,0,0,NM_020702,MYORG,6050,6065,0.923076923077,-20.2,1,4.520717000000001e-05,0.515,0.0,0.0,-8.81432218342424,13,15,9,3UTR,0,0,NM_004736,XPR1,1787,1806,0.871794871795,-23.5,1,0.00025678919999999996,0.5,0.0,0.0,-7.284377755798022,17,19,9,CDS,0,0,NM_002608,PDGFB,2424,2440,0.923076923077,-19.0,1,0.0014199229999999998,0.47100000000000003,0.0,0.0,-6.870230295138457,14,16,8,3UTR,0,0,NM_002609,PDGFRB,1408,1429,0.846153846154,-20.5,1,4.829146e-06,0.41200000000000003,0.0,0.0,-5.495113920508111,16,21,7,CDS,0,0,NM_021219,JAM2,2501,2514,0.923076923077,-18.1,1,0.0006185103,0.5589999999999999,0.0,0.0,-5.925499359926537,12,13,12,3UTR,0,0
168,hsa-miR-320b,NM_006749,SLC20A2,2687,2736,0.846153846154,-26.8,1,0.1541259,0.368,0.0,0.0,-10.581821137417268,15,20,9,3UTR,0,0,NM_020702,MYORG,3262,3285,1.0,-26.4,1,0.0063406009999999995,0.47100000000000003,0.0,0.0,-6.514540193678738,17,23,10,3UTR,0,0,NM_004736,XPR1,2638,2672,1.0,-26.3,1,0.00019597200000000001,0.515,0.0,0.0,-4.026373917660732,17,20,14,3UTR,1,0,NM_002608,PDGFB,2473,2492,0.846153846154,-27.1,1,6.30716e-05,0.426,0.0,0.0,-10.070681591187551,16,19,11,3UTR,0,0,NM_002609,PDGFRB,113,130,0.846153846154,-29.1,1,2.805345e-08,0.294,0.0,0.0,-8.29127580885367,15,17,12,5UTR,0,0,NM_021219,JAM2,220,257,0.923076923077,-26.6,1,2.7401370000000003e-05,0.324,0.0,0.0,-9.779611548941544,16,24,8,5UTR,0,0
169,hsa-miR-1468-5p,NM_006749,SLC20A2,1982,2005,0.846153846154,-21.9,1,0.00426247,0.309,0.0,0.0,-10.202582151200787,17,23,11,CDS,0,0,NM_020702,MYORG,2140,2184,0.846153846154,-24.4,1,0.0013672089999999999,0.324,0.0,0.0,-3.9375744462016646,21,28,8,CDS,0,0,NM_004736,XPR1,1062,1082,0.923076923077,-20.9,1,0.01602759,0.5589999999999999,0.0,0.0,-9.695854671446662,17,20,14,CDS,0,0,NM_002608,PDGFB,348,373,0.846153846154,-31.4,1,1.616826e-07,0.235,0.0,0.0,-3.793324837357118,20,25,13,5UTR,0,0,NM_002609,PDGFRB,3355,3398,0.923076923077,-21.1,1,0.01083582,0.515,0.0,0.0,-3.9375744462016646,20,43,10,CDS,0,0,NM_021219,JAM2,176,195,0.846153846154,-21.8,1,8.43064e-06,0.265,0.0,0.0,-10.169991265390081,15,19,7,5UTR,0,0
170,hsa-miR-1271-5p,NM_006749,SLC20A2,1463,1492,0.923076923077,-22.0,1,0.0003827414,0.47100000000000003,0.0,0.0,-8.908319451798665,16,21,11,CDS,0,0,NM_020702,MYORG,379,398,0.846153846154,-19.5,1,1.081135e-06,0.324,0.0,0.0,-10.114170660934839,14,19,7,CDS,0,0,NM_004736,XPR1,2847,2872,0.846153846154,-21.7,1,3.0610050000000003e-05,0.632,0.0,0.0,-12.879222450583391,17,25,10,3UTR,0,0,NM_002608,PDGFB,2443,2478,0.846153846154,-26.5,1,3.572787e-06,0.41200000000000003,0.0,0.0,-8.10682967144978,17,35,10,3UTR,0,0,NM_002609,PDGFRB,1721,1747,0.923076923077,-21.6,1,0.01093962,0.41200000000000003,0.0,0.0,-6.870230295138457,17,26,7,CDS,0,0,NM_021219,JAM2,3151,3174,0.923076923077,-21.9,1,0.0003148512,0.397,0.0,0.0,-8.376534010945397,18,23,11,3UTR,0,0
171,hsa-miR-1271-3p,NM_006749,SLC20A2,12,31,1.0,-30.6,1,1.91852e-06,0.38299999999999995,0.0,0.0,-6.842409326788384,18,19,18,5UTR,0,0,NM_020702,MYORG,6396,6419,0.820512820513,-37.0,1,2.24595e-06,0.6759999999999999,0.0,0.0,-6.762348921612015,21,23,11,3UTR,0,0,NM_004736,XPR1,5243,5260,1.0,-23.0,1,4.525854e-06,0.529,0.0,0.0,-6.072460932479071,16,17,16,3UTR,0,0,NM_033016,PDGFB,712,732,0.846153846154,-26.6,1,0.00013769219999999998,0.456,0.0,0.0,-10.282012028888564,16,20,6,CDS,0,0,NM_002609,PDGFRB,3005,3033,0.923076923077,-25.8,1,0.01089256,0.485,0.0,0.0,-8.212103189489032,19,28,8,CDS,0,0,NM_021219,JAM2,3166,3186,0.846153846154,-24.4,1,0.0001825062,0.41200000000000003,0.0,0.0,-12.263798748937766,17,20,8,3UTR,0,0
172,hsa-miR-1301-3p,NM_006749,SLC20A2,927,967,0.923076923077,-27.1,1,6.485461e-06,0.485,0.0,0.0,-7.249989753929374,19,40,8,CDS,0,1,NM_020702,MYORG,3219,3235,0.923076923077,-26.5,1,0.0004932255,0.441,0.0,0.0,-9.546562468637928,15,16,15,3UTR,0,0,NM_004736,XPR1,5822,5857,1.0,-27.2,1,0.0002320409,0.515,0.0,0.0,-4.95700071937229,16,20,6,3UTR,0,0,NM_002608,PDGFB,2706,2760,1.0,-27.4,1,0.0001620033,0.397,0.0,0.0,-4.95700071937229,20,54,10,3UTR,0,0,NM_002609,PDGFRB,4788,4813,1.0,-26.8,1,0.0015512170000000001,0.544,0.0,0.0,-3.793324837357118,19,22,15,3UTR,0,0,NM_021219,JAM2,174,224,0.846153846154,-29.4,1,3.059297e-05,0.235,0.0,0.0,-7.270635648552919,19,22,14,5UTR,0,0
173,hsa-miR-769-3p,NM_006749,SLC20A2,1746,1772,0.846153846154,-29.0,1,0.00021654419999999998,0.368,0.0,0.0,-9.957570382207184,20,26,8,CDS,0,0,NM_020702,MYORG,2786,2808,1.0,-28.0,1,0.0004620164,0.47100000000000003,0.0,0.0,-8.857775290897825,19,22,14,3UTR,0,0,NM_004736,XPR1,683,705,1.0,-25.2,1,0.0009655355000000001,0.515,0.0,0.0,-6.106959766537749,18,22,12,CDS,0,0,NM_002608,PDGFB,2677,2709,1.0,-33.2,1,0.008836074000000001,0.47100000000000003,0.0,0.0,-6.762348921612015,21,25,11,3UTR,0,0,NM_002609,PDGFRB,4851,4890,0.846153846154,-31.2,1,9.665752e-06,0.41200000000000003,0.0,0.0,-7.517426836101634,21,26,11,3UTR,0,0,NM_021219,JAM2,358,400,0.923076923077,-28.4,1,0.04314614,0.353,0.0,0.0,-3.793324837357118,22,42,10,5UTR,0,0
174,hsa-miR-2113,NM_006749,SLC20A2,1974,1996,1.0,-21.6,1,0.004197468,0.33799999999999997,0.0,0.0,-10.062744608831832,17,22,9,CDS,0,0,NM_020702,MYORG,2901,2920,1.0,-23.1,1,1.6127470000000002e-05,0.456,0.0,0.0,-5.2688803859889095,16,19,8,3UTR,0,0,NM_004736,XPR1,423,443,0.923076923077,-20.4,1,7.476379e-05,0.544,0.0,0.0,-8.526884224126201,16,20,9,CDS,0,0,NM_002608,PDGFB,1069,1087,0.846153846154,-22.1,1,8.971722e-08,0.25,0.0,0.0,-5.694283598550164,16,18,12,5UTR,0,0,NM_002609,PDGFRB,4396,4435,1.0,-26.2,1,0.0006050102,0.382,0.0,0.0,-5.190049799675903,16,19,13,3UTR,0,0,NM_021219,JAM2,3037,3055,0.923076923077,-22.0,1,0.0034316890000000004,0.529,0.0,0.0,-10.602952126883695,14,18,6,3UTR,0,0
